Transaction ID,Date,Day of Week,Time,Type of Card,Entry Mode,Amount,Type of Transaction,Merchant Group,Country of Transaction,Shipping Address,Country of Residence,Gender,Age,Bank,Fraud,Amount_GBP,Amount_INR,Year,Month,Month_Name,Day,International_Transaction,Shipping_Mismatch,Age_Group
#2716 388,2020-10-14,Wednesday,9,Visa,Tap,£27,POS,Restaurant,United Kingdom,USA,United Kingdom,M,50.6,Monzo,0,27.0,3491.9100000000003,2020,10,October,14,Domestic,Mismatch,46-55
#3231 866,2020-10-14,Wednesday,11,Visa,PIN,£288,POS,Entertainment,India,India,India,F,38.8,Barclays,0,288.0,37247.04,2020,10,October,14,Domestic,Match,36-45
#3138 947,2020-10-13,Tuesday,8,MasterCard,PIN,£251,ATM,Children,United Kingdom,United Kingdom,United Kingdom,M,44.0,Barclays,0,251.0,32461.83,2020,10,October,13,Domestic,Match,36-45
#3556 471,2020-10-14,Wednesday,7,MasterCard,CVC,£47,Online,Fashion,United Kingdom,United Kingdom,United Kingdom,M,47.5,Barclays,0,47.0,6078.51,2020,10,October,14,Domestic,Match,46-55
#3102 412,2020-10-13,Tuesday,7,Visa,PIN,£28,ATM,Subscription,United Kingdom,United Kingdom,United Kingdom,M,39.4,Monzo,0,28.0,3621.2400000000002,2020,10,October,13,Domestic,Match,36-45
#2745 734,2020-10-13,Tuesday,20,Visa,Tap,£8,POS,Food,United Kingdom,India,United Kingdom,F,54.0,Barclays,0,8.0,1034.64,2020,10,October,13,Domestic,Mismatch,46-55
#2854 489,2020-10-13,Tuesday,20,MasterCard,PIN,£231,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,F,59.3,RBS,0,231.0,29875.230000000003,2020,10,October,13,Domestic,Match,56-65
#3443 609,2020-10-14,Wednesday,12,Visa,CVC,£21,Online,Food,United Kingdom,USA,United Kingdom,M,60.6,Barclays,0,21.0,2715.9300000000003,2020,10,October,14,Domestic,Mismatch,56-65
#2726 244,2020-10-14,Wednesday,14,Visa,CVC,£10,Online,Products,United Kingdom,United Kingdom,United Kingdom,M,52.8,Metro,0,10.0,1293.3000000000002,2020,10,October,14,Domestic,Match,46-55
#3242 008,2020-10-13,Tuesday,21,MasterCard,CVC,£16,Online,Food,China,China,United Kingdom,M,54.9,Barclays,1,16.0,2069.28,2020,10,October,13,International,Match,46-55
#2987 777,2020-10-13,Tuesday,20,Visa,PIN,£202,ATM,Gaming,USA,USA,United Kingdom,F,46.7,RBS,0,202.0,26124.660000000003,2020,10,October,13,International,Match,46-55
#2962 212,2020-10-13,Tuesday,9,MasterCard,PIN,£400,ATM,Food,United Kingdom,USA,United Kingdom,F,58.2,RBS,0,400.0,51732.00000000001,2020,10,October,13,Domestic,Mismatch,56-65
#3685 919,2020-10-14,Wednesday,15,MasterCard,CVC,£189,Online,Fashion,United Kingdom,United Kingdom,United Kingdom,F,44.2,Monzo,0,189.0,24443.370000000003,2020,10,October,14,Domestic,Match,36-45
#2988 091,2020-10-13,Tuesday,8,Visa,PIN,£134,ATM,Subscription,India,India,India,F,53.2,Barclays,0,134.0,17330.22,2020,10,October,13,Domestic,Match,46-55
#3469 923,2020-10-13,Tuesday,10,MasterCard,PIN,£19,ATM,Products,United Kingdom,United Kingdom,United Kingdom,M,40.1,Metro,0,19.0,2457.2700000000004,2020,10,October,13,Domestic,Match,36-45
#3104 378,2020-10-14,Wednesday,19,Visa,CVC,£9,Online,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,53.1,RBS,0,9.0,1163.97,2020,10,October,14,Domestic,Match,46-55
#2588 627,2020-10-13,Tuesday,18,Visa,CVC,£102,Online,Fashion,India,India,India,M,56.7,Barclays,0,102.0,13191.660000000002,2020,10,October,13,Domestic,Match,56-65
#3323 413,2020-10-13,Tuesday,18,MasterCard,PIN,£29,ATM,Products,China,China,United Kingdom,F,33.1,Halifax,1,29.0,3750.57,2020,10,October,13,International,Match,26-35
#3551 653,2020-10-13,Tuesday,23,Visa,Tap,£26,POS,Gaming,China,China,United Kingdom,M,35.5,Lloyds,1,26.0,3362.5800000000004,2020,10,October,13,International,Match,36-45
#2624 560,2020-10-13,Tuesday,18,Visa,CVC,£263,Online,Fashion,United Kingdom,India,United Kingdom,M,41.1,Monzo,0,263.0,34013.79,2020,10,October,13,Domestic,Mismatch,36-45
#3071 297,2020-10-13,Tuesday,19,Visa,PIN,£23,ATM,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,44.5,Metro,0,23.0,2974.59,2020,10,October,13,Domestic,Match,36-45
#2715 239,2020-10-14,Wednesday,19,Visa,Tap,£12,POS,Subscription,United Kingdom,United Kingdom,United Kingdom,F,48.5,Barclays,0,12.0,1551.96,2020,10,October,14,Domestic,Match,46-55
#3340 380,2020-10-14,Wednesday,9,MasterCard,PIN,£200,POS,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,48.8,Barclays,0,200.0,25866.000000000004,2020,10,October,14,Domestic,Match,46-55
#3519 595,2020-10-14,Wednesday,23,MasterCard,PIN,£328,POS,Subscription,United Kingdom,Russia,United Kingdom,F,49.6,Barclays,0,328.0,42420.240000000005,2020,10,October,14,Domestic,Mismatch,46-55
#2902 443,2020-10-14,Wednesday,3,Visa,CVC,£17,Online,Subscription,China,China,United Kingdom,M,37.4,RBS,1,17.0,2198.61,2020,10,October,14,International,Match,36-45
#2830 011,2020-10-14,Wednesday,14,MasterCard,PIN,£21,ATM,Services,United Kingdom,United Kingdom,United Kingdom,M,30.6,Barclays,0,21.0,2715.9300000000003,2020,10,October,14,Domestic,Match,26-35
#3418 703,2020-10-13,Tuesday,10,MasterCard,Tap,£26,POS,Gaming,United Kingdom,Russia,United Kingdom,F,34.8,Barclays,0,26.0,3362.5800000000004,2020,10,October,13,Domestic,Mismatch,26-35
#3222 177,2020-10-14,Wednesday,13,Visa,PIN,£90,ATM,Children,United Kingdom,United Kingdom,United Kingdom,F,25.0,Barclays,0,90.0,11639.7,2020,10,October,14,Domestic,Match,18-25
#2851 518,2020-10-13,Tuesday,13,MasterCard,PIN,£20,ATM,Services,United Kingdom,United Kingdom,United Kingdom,M,39.1,Monzo,0,20.0,2586.6000000000004,2020,10,October,13,Domestic,Match,36-45
#3116 196,2020-10-14,Wednesday,10,MasterCard,PIN,£22,POS,Food,United Kingdom,India,United Kingdom,F,38.7,RBS,0,22.0,2845.26,2020,10,October,14,Domestic,Mismatch,36-45
#2613 084,2020-10-14,Wednesday,13,MasterCard,Tap,£23,POS,Subscription,India,India,India,F,40.9,Monzo,0,23.0,2974.59,2020,10,October,14,Domestic,Match,36-45
#2941 234,2020-10-13,Tuesday,15,Visa,Tap,£15,POS,Food,China,China,China,M,33.1,Barclays,0,15.0,1939.9500000000003,2020,10,October,13,Domestic,Match,26-35
#2692 104,2020-10-14,Wednesday,9,MasterCard,PIN,£150,POS,Electronics,United Kingdom,United Kingdom,United Kingdom,M,44.1,Barclays,0,150.0,19399.500000000004,2020,10,October,14,Domestic,Match,36-45
#3298 843,2020-10-14,Wednesday,15,Visa,PIN,£369,ATM,Food,United Kingdom,United Kingdom,United Kingdom,M,29.1,Metro,0,369.0,47722.770000000004,2020,10,October,14,Domestic,Match,26-35
#3569 457,2020-10-14,Wednesday,7,Visa,CVC,£9,Online,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,46.2,HSBC,0,9.0,1163.97,2020,10,October,14,Domestic,Match,46-55
#2926 033,2020-10-14,Wednesday,20,Visa,PIN,£39,ATM,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,50.1,Lloyds,0,39.0,5043.870000000001,2020,10,October,14,Domestic,Match,46-55
#2557 164,2020-10-14,Wednesday,15,MasterCard,PIN,£10,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,M,61.1,HSBC,0,10.0,1293.3000000000002,2020,10,October,14,Domestic,Match,56-65
#3433 020,2020-10-14,Wednesday,11,Visa,PIN,£195,ATM,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,43.3,Monzo,0,195.0,25219.350000000002,2020,10,October,14,Domestic,Match,36-45
#3321 232,2020-10-14,Wednesday,23,Visa,CVC,£233,Online,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,36.1,Metro,0,233.0,30133.890000000003,2020,10,October,14,Domestic,Match,36-45
#2913 836,2020-10-14,Wednesday,19,Visa,PIN,£69,ATM,Electronics,United Kingdom,Russia,United Kingdom,M,37.9,Halifax,0,69.0,8923.77,2020,10,October,14,Domestic,Mismatch,36-45
#2899 435,2020-10-13,Tuesday,17,MasterCard,PIN,£342,POS,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,44.7,HSBC,0,342.0,44230.86000000001,2020,10,October,13,Domestic,Match,36-45
#2760 321,2020-10-14,Wednesday,23,Visa,PIN,£313,ATM,Fashion,United Kingdom,United Kingdom,United Kingdom,M,47.9,Barclays,0,313.0,40480.29,2020,10,October,14,Domestic,Match,46-55
#2910 372,2020-10-13,Tuesday,22,MasterCard,CVC,£22,Online,Products,China,China,China,F,28.3,Metro,0,22.0,2845.26,2020,10,October,13,Domestic,Match,26-35
#3451 368,2020-10-14,Wednesday,23,Visa,PIN,£12,ATM,Electronics,Russia,Russia,Russia,F,40.0,Metro,0,12.0,1551.96,2020,10,October,14,Domestic,Match,36-45
#3125 043,2020-10-14,Wednesday,16,Visa,CVC,£29,Online,Products,United Kingdom,USA,United Kingdom,M,50.5,Lloyds,0,29.0,3750.57,2020,10,October,14,Domestic,Mismatch,46-55
#2904 301,2020-10-13,Tuesday,19,MasterCard,PIN,£179,POS,Services,United Kingdom,United Kingdom,United Kingdom,F,29.7,Barclays,0,179.0,23150.070000000003,2020,10,October,13,Domestic,Match,26-35
#3603 912,2020-10-14,Wednesday,12,MasterCard,CVC,£152,Online,Products,United Kingdom,Russia,United Kingdom,M,46.6,Barclays,0,152.0,19658.160000000003,2020,10,October,14,Domestic,Mismatch,46-55
#2655 680,2020-10-14,Wednesday,9,MasterCard,Tap,£18,POS,Subscription,United Kingdom,United Kingdom,United Kingdom,F,53.0,Barclays,0,18.0,2327.94,2020,10,October,14,Domestic,Match,46-55
#2721 097,2020-10-14,Wednesday,17,Visa,PIN,£28,ATM,Entertainment,India,India,United Kingdom,F,45.8,Barclays,0,28.0,3621.2400000000002,2020,10,October,14,International,Match,46-55
#2739 230,2020-10-13,Tuesday,23,MasterCard,PIN,£30,ATM,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,51.9,Halifax,0,30.0,3879.9000000000005,2020,10,October,13,Domestic,Match,46-55
#2707 752,2020-10-14,Wednesday,21,Visa,PIN,£19,ATM,Services,United Kingdom,United Kingdom,United Kingdom,F,50.5,Metro,0,19.0,2457.2700000000004,2020,10,October,14,Domestic,Match,46-55
#3430 288,2020-10-13,Tuesday,17,Visa,PIN,£127,ATM,Electronics,United Kingdom,United Kingdom,United Kingdom,M,34.2,Monzo,0,127.0,16424.91,2020,10,October,13,Domestic,Match,26-35
#3574 620,2020-10-14,Wednesday,18,Visa,PIN,£360,ATM,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,53.6,Lloyds,0,360.0,46558.8,2020,10,October,14,Domestic,Match,46-55
#3540 634,2020-10-13,Tuesday,14,Visa,PIN,£201,POS,Food,United Kingdom,United Kingdom,United Kingdom,M,40.8,Barclays,0,201.0,25995.33,2020,10,October,13,Domestic,Match,36-45
#3362 674,2020-10-13,Tuesday,0,MasterCard,CVC,£21,Online,Subscription,India,India,United Kingdom,M,38.1,RBS,1,21.0,2715.9300000000003,2020,10,October,13,International,Match,36-45
#3021 811,2020-10-13,Tuesday,14,Visa,PIN,£47,ATM,Children,United Kingdom,United Kingdom,United Kingdom,M,50.7,Barclays,0,47.0,6078.51,2020,10,October,13,Domestic,Match,46-55
#2804 315,2020-10-13,Tuesday,10,MasterCard,CVC,£24,Online,Children,India,India,United Kingdom,M,34.7,RBS,1,24.0,3103.92,2020,10,October,13,International,Match,26-35
#2955 313,2020-10-13,Tuesday,23,Visa,PIN,£15,ATM,Children,United Kingdom,United Kingdom,United Kingdom,F,54.0,Barclays,0,15.0,1939.9500000000003,2020,10,October,13,Domestic,Match,46-55
#2665 757,2020-10-13,Tuesday,19,MasterCard,PIN,£296,POS,Children,United Kingdom,United Kingdom,United Kingdom,M,42.7,Barclays,0,296.0,38281.68,2020,10,October,13,Domestic,Match,36-45
#3243 654,2020-10-13,Tuesday,9,MasterCard,CVC,£14,Online,Products,United Kingdom,Russia,United Kingdom,M,43.0,Monzo,0,14.0,1810.6200000000001,2020,10,October,13,Domestic,Mismatch,36-45
#2840 975,2020-10-13,Tuesday,10,MasterCard,Tap,£21,POS,Gaming,United Kingdom,United Kingdom,United Kingdom,M,33.6,Metro,0,21.0,2715.9300000000003,2020,10,October,13,Domestic,Match,26-35
#2657 965,2020-10-13,Tuesday,0,Visa,Tap,£23,POS,Services,India,India,United Kingdom,F,55.7,Halifax,1,23.0,2974.59,2020,10,October,13,International,Match,56-65
#2936 326,2020-10-14,Wednesday,23,Visa,PIN,£313,ATM,Products,India,India,United Kingdom,M,37.6,Barclays,1,313.0,40480.29,2020,10,October,14,International,Match,36-45
#3100 394,2020-10-14,Wednesday,14,Visa,PIN,£25,ATM,Children,USA,USA,United Kingdom,M,22.5,Halifax,1,25.0,3233.2500000000005,2020,10,October,14,International,Match,18-25
#3066 832,2020-10-13,Tuesday,23,Visa,Tap,£14,POS,Services,Russia,Russia,United Kingdom,M,39.2,Barclays,1,14.0,1810.6200000000001,2020,10,October,13,International,Match,36-45
#3050 433,2020-10-14,Wednesday,8,MasterCard,PIN,£60,POS,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,37.6,RBS,0,60.0,7759.800000000001,2020,10,October,14,Domestic,Match,36-45
#3681 041,2020-10-14,Wednesday,15,MasterCard,CVC,£254,Online,Restaurant,United Kingdom,Russia,United Kingdom,F,59.9,HSBC,0,254.0,32849.82,2020,10,October,14,Domestic,Mismatch,56-65
#2767 494,2020-10-14,Wednesday,23,MasterCard,CVC,£381,Online,Gaming,United Kingdom,United Kingdom,United Kingdom,M,75.3,Barclays,0,381.0,49274.73,2020,10,October,14,Domestic,Match,65+
#3643 193,2020-10-13,Tuesday,19,MasterCard,Tap,£19,POS,Fashion,United Kingdom,United Kingdom,United Kingdom,M,35.7,Lloyds,0,19.0,2457.2700000000004,2020,10,October,13,Domestic,Match,36-45
#2884 784,2020-10-14,Wednesday,23,Visa,Tap,£20,POS,Fashion,United Kingdom,India,United Kingdom,M,39.8,Metro,1,20.0,2586.6000000000004,2020,10,October,14,Domestic,Mismatch,36-45
#2955 687,2020-10-14,Wednesday,17,Visa,CVC,£18,Online,Restaurant,USA,USA,USA,M,47.1,Lloyds,0,18.0,2327.94,2020,10,October,14,Domestic,Match,46-55
#3324 002,2020-10-14,Wednesday,17,Visa,CVC,£19,Online,Electronics,United Kingdom,United Kingdom,United Kingdom,M,39.1,Barclays,0,19.0,2457.2700000000004,2020,10,October,14,Domestic,Match,36-45
#2680 452,2020-10-13,Tuesday,23,MasterCard,PIN,£12,ATM,Gaming,United Kingdom,United Kingdom,United Kingdom,M,42.8,Monzo,0,12.0,1551.96,2020,10,October,13,Domestic,Match,36-45
#3385 011,2020-10-14,Wednesday,20,Visa,Tap,£25,POS,Gaming,United Kingdom,United Kingdom,United Kingdom,F,54.8,Barclays,0,25.0,3233.2500000000005,2020,10,October,14,Domestic,Match,46-55
#2642 635,2020-10-14,Wednesday,14,Visa,PIN,£25,ATM,Subscription,United Kingdom,United Kingdom,United Kingdom,M,45.3,Barclays,0,25.0,3233.2500000000005,2020,10,October,14,Domestic,Match,46-55
#2685 108,2020-10-14,Wednesday,13,MasterCard,PIN,£20,ATM,Food,United Kingdom,United Kingdom,United Kingdom,F,53.2,Barclays,0,20.0,2586.6000000000004,2020,10,October,14,Domestic,Match,46-55
#2555 453,2020-10-14,Wednesday,16,MasterCard,PIN,£30,ATM,Children,United Kingdom,United Kingdom,United Kingdom,F,46.2,Barclays,0,30.0,3879.9000000000005,2020,10,October,14,Domestic,Match,46-55
#2572 293,2020-10-14,Wednesday,16,Visa,PIN,£29,ATM,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,51.2,RBS,0,29.0,3750.57,2020,10,October,14,Domestic,Match,46-55
#3022 735,2020-10-13,Tuesday,18,Visa,CVC,£14,Online,Children,India,India,United Kingdom,M,45.3,Barclays,1,14.0,1810.6200000000001,2020,10,October,13,International,Match,46-55
#2561 897,2020-10-13,Tuesday,9,Visa,PIN,£343,POS,Children,United Kingdom,United Kingdom,United Kingdom,F,43.4,Barclays,0,343.0,44360.19,2020,10,October,13,Domestic,Match,36-45
#3192 736,2020-10-14,Wednesday,22,MasterCard,PIN,£206,ATM,Restaurant,United Kingdom,United Kingdom,United Kingdom,F,61.4,Metro,0,206.0,26641.980000000003,2020,10,October,14,Domestic,Match,56-65
#2656 772,2020-10-14,Wednesday,10,Visa,Tap,£19,POS,Electronics,United Kingdom,United Kingdom,United Kingdom,F,46.9,Barclays,0,19.0,2457.2700000000004,2020,10,October,14,Domestic,Match,46-55
#3341 884,2020-10-14,Wednesday,21,Visa,PIN,£17,ATM,Subscription,USA,USA,United Kingdom,F,37.1,Monzo,0,17.0,2198.61,2020,10,October,14,International,Match,36-45
#3091 513,2020-10-13,Tuesday,16,Visa,PIN,£279,ATM,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,44.1,Barclays,0,279.0,36083.07000000001,2020,10,October,13,Domestic,Match,36-45
#3259 306,2020-10-14,Wednesday,7,MasterCard,CVC,£29,Online,Fashion,United Kingdom,United Kingdom,United Kingdom,M,35.2,Halifax,0,29.0,3750.57,2020,10,October,14,Domestic,Match,36-45
#3669 694,2020-10-13,Tuesday,20,Visa,PIN,£122,ATM,Children,United Kingdom,United Kingdom,United Kingdom,F,59.5,Barclays,0,122.0,15778.260000000002,2020,10,October,13,Domestic,Match,56-65
#2781 458,2020-10-14,Wednesday,10,Visa,Tap,£5,POS,Services,United Kingdom,United Kingdom,United Kingdom,M,51.4,Barclays,0,5.0,646.6500000000001,2020,10,October,14,Domestic,Match,46-55
#2795 994,2020-10-14,Wednesday,6,Visa,CVC,£88,Online,Children,United Kingdom,China,United Kingdom,M,44.4,Barclays,1,88.0,11381.04,2020,10,October,14,Domestic,Mismatch,36-45
#2932 900,2020-10-14,Wednesday,10,Visa,PIN,£15,ATM,Children,United Kingdom,United Kingdom,United Kingdom,F,29.9,Barclays,0,15.0,1939.9500000000003,2020,10,October,14,Domestic,Match,26-35
#2669 664,2020-10-13,Tuesday,11,MasterCard,CVC,£7,Online,Services,United Kingdom,USA,United Kingdom,F,52.5,Barclays,0,7.0,905.3100000000001,2020,10,October,13,Domestic,Mismatch,46-55
#3025 855,2020-10-14,Wednesday,9,MasterCard,Tap,£14,POS,Electronics,Russia,Russia,Russia,M,47.6,Halifax,0,14.0,1810.6200000000001,2020,10,October,14,Domestic,Match,46-55
#3608 474,2020-10-14,Wednesday,13,MasterCard,PIN,£347,ATM,Gaming,United Kingdom,United Kingdom,United Kingdom,M,44.7,Barclays,0,347.0,44877.51,2020,10,October,14,Domestic,Match,36-45
#2940 161,2020-10-14,Wednesday,15,MasterCard,PIN,£350,ATM,Food,United Kingdom,United Kingdom,United Kingdom,F,26.7,Barclays,0,350.0,45265.50000000001,2020,10,October,14,Domestic,Match,26-35
#3000 810,2020-10-14,Wednesday,17,MasterCard,PIN,£330,POS,Products,United Kingdom,United Kingdom,United Kingdom,F,32.9,Halifax,0,330.0,42678.9,2020,10,October,14,Domestic,Match,26-35
#3239 580,2020-10-14,Wednesday,9,Visa,PIN,£26,ATM,Restaurant,United Kingdom,United Kingdom,United Kingdom,M,48.1,Barclays,0,26.0,3362.5800000000004,2020,10,October,14,Domestic,Match,46-55
#3225 096,2020-10-13,Tuesday,21,Visa,Tap,£12,POS,Services,United Kingdom,United Kingdom,United Kingdom,F,45.7,Monzo,0,12.0,1551.96,2020,10,October,13,Domestic,Match,46-55
#3534 552,2020-10-13,Tuesday,22,MasterCard,PIN,£9,ATM,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,41.5,RBS,0,9.0,1163.97,2020,10,October,13,Domestic,Match,36-45
#3015 086,2020-10-14,Wednesday,21,MasterCard,CVC,£25,Online,Products,USA,USA,USA,F,53.2,Metro,0,25.0,3233.2500000000005,2020,10,October,14,Domestic,Match,46-55
#3186 031,2020-10-13,Tuesday,15,MasterCard,PIN,£30,ATM,Gaming,United Kingdom,United Kingdom,United Kingdom,M,34.4,Halifax,0,30.0,3879.9000000000005,2020,10,October,13,Domestic,Match,26-35
#2904 561,2020-10-14,Wednesday,13,MasterCard,CVC,£14,Online,Services,Russia,Russia,Russia,M,55.0,Barclays,0,14.0,1810.6200000000001,2020,10,October,14,Domestic,Match,46-55
#3663 981,2020-10-14,Wednesday,18,MasterCard,PIN,£227,ATM,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,59.1,Metro,0,227.0,29357.910000000003,2020,10,October,14,Domestic,Match,56-65
#3582 121,2020-10-14,Wednesday,21,Visa,PIN,£333,ATM,Products,United Kingdom,United Kingdom,United Kingdom,F,38.6,Halifax,0,333.0,43066.89000000001,2020,10,October,14,Domestic,Match,36-45
#3008 941,2020-10-14,Wednesday,12,MasterCard,CVC,£25,Online,Children,India,India,United Kingdom,F,47.6,Halifax,1,25.0,3233.2500000000005,2020,10,October,14,International,Match,46-55
#3423 681,2020-10-14,Wednesday,17,MasterCard,CVC,£92,Online,Gaming,USA,USA,USA,M,41.2,Metro,0,92.0,11898.36,2020,10,October,14,Domestic,Match,36-45
#3388 236,2020-10-14,Wednesday,7,Visa,CVC,£149,Online,Products,United Kingdom,United Kingdom,United Kingdom,F,44.1,Barclays,0,149.0,19270.170000000002,2020,10,October,14,Domestic,Match,36-45
#3016 385,2020-10-14,Wednesday,19,Visa,CVC,£13,Online,Services,United Kingdom,United Kingdom,United Kingdom,F,52.2,Barclays,0,13.0,1681.2900000000002,2020,10,October,14,Domestic,Match,46-55
#3241 919,2020-10-14,Wednesday,9,MasterCard,PIN,£20,ATM,Children,United Kingdom,United Kingdom,United Kingdom,M,45.4,Metro,0,20.0,2586.6000000000004,2020,10,October,14,Domestic,Match,46-55
#3433 664,2020-10-13,Tuesday,16,Visa,CVC,£5,Online,Fashion,India,India,United Kingdom,F,41.9,Barclays,1,5.0,646.6500000000001,2020,10,October,13,International,Match,36-45
#3640 020,2020-10-14,Wednesday,9,Visa,Tap,£22,POS,Gaming,United Kingdom,United Kingdom,United Kingdom,F,51.4,Barclays,0,22.0,2845.26,2020,10,October,14,Domestic,Match,46-55
#2754 001,2020-10-14,Wednesday,22,MasterCard,CVC,£82,Online,Food,United Kingdom,United Kingdom,United Kingdom,M,43.2,Barclays,0,82.0,10605.060000000001,2020,10,October,14,Domestic,Match,36-45
#3519 150,2020-10-14,Wednesday,18,MasterCard,PIN,£203,ATM,Gaming,United Kingdom,United Kingdom,United Kingdom,F,54.5,Halifax,0,203.0,26253.99,2020,10,October,14,Domestic,Match,46-55
#2935 429,2020-10-14,Wednesday,11,Visa,PIN,£359,POS,Services,Russia,Russia,Russia,M,58.0,Monzo,0,359.0,46429.47,2020,10,October,14,Domestic,Match,56-65
#3288 896,2020-10-14,Wednesday,9,Visa,CVC,£9,Online,Entertainment,USA,USA,United Kingdom,M,42.9,Lloyds,1,9.0,1163.97,2020,10,October,14,International,Match,36-45
#3612 738,2020-10-13,Tuesday,17,Visa,PIN,£83,POS,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,30.4,Halifax,0,83.0,10734.390000000001,2020,10,October,13,Domestic,Match,26-35
#3088 870,2020-10-14,Wednesday,23,MasterCard,CVC,£19,Online,Products,USA,United Kingdom,USA,F,27.7,Barclays,0,19.0,2457.2700000000004,2020,10,October,14,Domestic,Mismatch,26-35
#2565 506,2020-10-14,Wednesday,7,MasterCard,PIN,£328,ATM,Services,United Kingdom,United Kingdom,United Kingdom,M,50.8,Barclays,0,328.0,42420.240000000005,2020,10,October,14,Domestic,Match,46-55
#3158 943,2020-10-13,Tuesday,20,Visa,PIN,£309,POS,Children,United Kingdom,China,United Kingdom,M,48.3,Metro,0,309.0,39962.97,2020,10,October,13,Domestic,Mismatch,46-55
#2948 291,2020-10-14,Wednesday,8,MasterCard,PIN,£256,POS,Products,United Kingdom,Russia,United Kingdom,M,47.1,Lloyds,0,256.0,33108.48,2020,10,October,14,Domestic,Mismatch,46-55
#3469 528,2020-10-14,Wednesday,12,Visa,Tap,£26,POS,Food,USA,USA,USA,M,69.8,HSBC,0,26.0,3362.5800000000004,2020,10,October,14,Domestic,Match,65+
#3629 987,2020-10-13,Tuesday,15,MasterCard,PIN,£28,ATM,Gaming,United Kingdom,United Kingdom,United Kingdom,M,33.9,Barclays,0,28.0,3621.2400000000002,2020,10,October,13,Domestic,Match,26-35
#3234 398,2020-10-13,Tuesday,18,Visa,CVC,£9,Online,Subscription,United Kingdom,United Kingdom,United Kingdom,F,39.1,Metro,0,9.0,1163.97,2020,10,October,13,Domestic,Match,36-45
#2749 398,2020-10-14,Wednesday,16,Visa,CVC,£211,Online,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,44.9,Barclays,0,211.0,27288.63,2020,10,October,14,Domestic,Match,36-45
#3339 966,2020-10-13,Tuesday,12,Visa,PIN,£354,ATM,Entertainment,India,India,United Kingdom,M,40.1,Barclays,0,354.0,45782.82000000001,2020,10,October,13,International,Match,36-45
#3561 653,2020-10-13,Tuesday,12,Visa,CVC,£21,Online,Electronics,India,India,India,F,45.2,HSBC,0,21.0,2715.9300000000003,2020,10,October,13,Domestic,Match,46-55
#3214 347,2020-10-14,Wednesday,17,Visa,CVC,£393,Online,Children,United Kingdom,United Kingdom,United Kingdom,F,57.1,Barclays,0,393.0,50826.69,2020,10,October,14,Domestic,Match,56-65
#2791 676,2020-10-13,Tuesday,12,MasterCard,PIN,£16,ATM,Services,China,China,China,M,45.9,Lloyds,0,16.0,2069.28,2020,10,October,13,Domestic,Match,46-55
#3143 810,2020-10-13,Tuesday,18,Visa,PIN,£53,ATM,Food,China,China,China,F,46.4,Barclays,0,53.0,6854.490000000001,2020,10,October,13,Domestic,Match,46-55
#3377 381,2020-10-14,Wednesday,20,Visa,Tap,£22,POS,Entertainment,United Kingdom,United Kingdom,United Kingdom,F,45.7,Lloyds,0,22.0,2845.26,2020,10,October,14,Domestic,Match,46-55
#3372 839,2020-10-13,Tuesday,12,Visa,PIN,£14,ATM,Electronics,United Kingdom,USA,United Kingdom,M,38.2,RBS,1,14.0,1810.6200000000001,2020,10,October,13,Domestic,Mismatch,36-45
#3207 971,2020-10-13,Tuesday,20,MasterCard,Tap,£28,POS,Entertainment,United Kingdom,United Kingdom,United Kingdom,M,30.4,Barclays,0,28.0,3621.2400000000002,2020,10,October,13,Domestic,Match,26-35
#3313 780,2020-10-14,Wednesday,17,MasterCard,Tap,£17,POS,Gaming,United Kingdom,United Kingdom,United Kingdom,F,56.4,Halifax,0,17.0,2198.61,2020,10,October,14,Domestic,Match,56-65
#3643 362,2020-10-13,Tuesday,8,MasterCard,Tap,£15,POS,Products,United Kingdom,United Kingdom,United Kingdom,F,35.7,Halifax,0,15.0,1939.9500000000003,2020,10,October,13,Domestic,Match,36-45
#3090 568,2020-10-14,Wednesday,10,Visa,CVC,£25,Online,Products,United Kingdom,United Kingdom,United Kingdom,M,53.7,Barclays,0,25.0,3233.2500000000005,2020,10,October,14,Domestic,Match,46-55
#3616 550,2020-10-14,Wednesday,19,MasterCard,CVC,£12,Online,Gaming,United Kingdom,Russia,United Kingdom,F,40.3,Barclays,0,12.0,1551.96,2020,10,October,14,Domestic,Mismatch,36-45
